Customer ID,Recency,Frequency,Monetary,segment_cust
12410,252,2,693.3299999999999,Churned Customer
12412,75,3,1226.88,Casual Customer
12413,192,3,758.1,Churned Customer
12414,188,3,562.41,Churned Customer
12415,25,21,124914.53,B2B Distributor
12417,40,9,3649.1,Casual Customer
12418,113,1,668.58,Casual Customer
12420,153,1,600.39,Casual Customer
12421,16,4,807.04,Casual Customer
12422,169,3,803.5600000000001,Churned Customer
12423,89,8,1859.31,Casual Customer
12424,163,2,1760.96,Churned Customer
12425,78,1,777.2,Casual Customer
12426,195,1,582.73,Churned Customer
12427,22,3,825.8,Casual Customer
12428,26,9,7956.46,Casual Customer
12429,9,4,3750.4,Casual Customer
12430,44,1,256.4,Casual Customer
12431,2,15,6419.95,Loyal VIP Customer (Power Users)
12432,43,5,5059.32,Casual Customer
12433,10,7,13375.87,Casual Customer
12434,85,2,806.14,Casual Customer
12435,80,2,7829.89,Casual Customer
12436,335,1,509.01,Churned Customer
12437,9,18,4951.41,Loyal VIP Customer (Power Users)
12438,15,2,2906.85,Casual Customer
12441,485,1,173.55,Churned Customer
12442,181,1,172.06,Churned Customer
12444,0,5,5005.46,Casual Customer
12445,22,1,133.4,Casual Customer
12446,58,1,1002.3100000000001,Casual Customer
12447,67,1,476.49,Casual Customer
12448,45,1,449.45,Casual Customer
12449,23,4,4067.29,Casual Customer
12450,174,2,197.88,Churned Customer
12451,11,5,9035.52,Casual Customer
12452,17,2,430.57,Casual Customer
12453,135,1,707.09,Casual Customer
12454,57,1,3528.34,Casual Customer
12455,74,6,2466.86,Casual Customer
12456,45,3,3181.04,Casual Customer
12457,82,7,2363.23,Casual Customer
12458,72,2,947.4,Casual Customer
12461,125,2,826.88,Casual Customer
12462,19,2,1189.59,Casual Customer
12463,6,4,1344.78,Casual Customer
12464,11,8,1212.05,Casual Customer
12465,18,2,742.1899999999999,Casual Customer
12468,218,2,729.5400000000001,Churned Customer
12471,11,30,19788.65,Loyal VIP Customer (Power Users)
12472,52,7,6572.11,Casual Customer
12473,54,5,3928.0499999999997,Casual Customer
12474,3,18,7324.09,Loyal VIP Customer (Power Users)
12475,54,1,723.38,Casual Customer
12476,16,11,6816.42,Casual Customer
12477,23,6,13219.74,Casual Customer
12478,181,1,680.99,Churned Customer
12479,12,1,527.2,Casual Customer
12480,29,4,3281.63,Casual Customer
12481,23,10,5579.82,Casual Customer
12483,18,8,2484.98,Casual Customer
12484,101,6,4527.32,Casual Customer
12488,10,3,1298.66,Casual Customer
12489,162,1,334.93,Churned Customer
12490,18,10,5417.93,Casual Customer
12491,333,1,460.40000000000003,Churned Customer
12492,106,2,263.21000000000004,Casual Customer
12493,166,2,433.74,Churned Customer
12494,16,7,1246.1000000000001,Casual Customer
12497,82,1,1043.1,Casual Customer
12498,22,3,403.70000000000005,Casual Customer
12500,24,11,4257.82,Casual Customer
12501,162,1,2169.39,Churned Customer
12502,188,5,3723.87,Churned Customer
12504,19,2,482.04999999999995,Casual Customer
12506,233,1,73.5,Churned Customer
12507,135,3,1304.81,Casual Customer
12508,27,2,397.88,Casual Customer
12509,285,1,176.5,Churned Customer
12510,143,2,982.5699999999999,Casual Customer
12512,244,2,132.18,Churned Customer
12513,113,1,612.29,Casual Customer
12514,268,1,1017.68,Churned Customer
12515,354,1,383.7,Churned Customer
12516,4,2,1312.06,Casual Customer
12517,29,5,2481.6,Casual Customer
12518,0,5,2056.89,Casual Customer
12519,153,1,330.84,Casual Customer
12520,37,5,2634.26,Casual Customer
12521,143,1,599.68,Casual Customer
12522,40,2,192.72,Casual Customer
12523,9,11,1789.77,Casual Customer
12524,10,8,4485.72,Casual Customer
12526,54,3,1316.66,Casual Customer
12527,82,3,348.71000000000004,Casual Customer
12528,10,6,1933.48,Casual Customer
12530,30,4,1662.28,Casual Customer
12531,15,1,125.22,Casual Customer
12532,90,1,349.83000000000004,Casual Customer
12534,336,1,1089.18,Churned Customer
12535,92,2,716.35,Casual Customer
12536,30,3,12601.830000000002,Casual Customer
12538,60,1,363.95,Casual Customer
12539,23,4,5568.35,Casual Customer
12540,20,17,13400.24,Loyal VIP Customer (Power Users)
12541,60,3,981.18,Casual Customer
12544,274,1,372.7,Churned Customer
12545,76,2,1000.39,Casual Customer
12546,47,2,1161.5,Casual Customer
12547,198,2,207.79999999999998,Churned Customer
12548,167,1,95.19999999999999,Churned Customer
12550,80,1,964.83,Casual Customer
12551,358,1,168.0,Churned Customer
12552,40,2,437.82,Casual Customer
12553,0,10,3692.28,Casual Customer
12556,33,2,599.56,Casual Customer
12557,17,5,11990.960000000001,Casual Customer
12558,301,1,269.96,Churned Customer
12559,311,2,561.71,Churned Customer
12560,113,3,2134.01,Casual Customer
12561,69,1,238.85,Casual Customer
12562,23,7,3781.7400000000002,Casual Customer
12564,262,1,456.9,Churned Customer
12565,289,1,145.92,Churned Customer
12566,87,1,351.65,Casual Customer
12567,23,10,9401.28,Casual Customer
12569,0,32,4124.69,Loyal VIP Customer (Power Users)
12571,40,2,519.61,Casual Customer
12572,52,2,1020.42,Casual Customer
12573,228,1,160.54000000000002,Churned Customer
12574,316,1,218.45,Churned Customer
12576,130,5,1315.83,Casual Customer
12577,243,3,626.6,Churned Customer
12578,22,2,2794.51,Casual Customer
12579,79,1,440.42,Casual Customer
12580,159,1,415.7,Churned Customer
12581,40,1,197.71,Casual Customer
12582,239,2,511.36,Churned Customer
12583,0,15,7281.38,Loyal VIP Customer (Power Users)
12584,18,9,2338.15,Casual Customer
12585,235,2,2040.1,Churned Customer
12586,18,1,196.94000000000003,Casual Customer
12587,301,1,144.0,Churned Customer
12588,40,1,214.89999999999998,Casual Customer
12589,29,2,646.68,Casual Customer
12590,5,2,9864.26,Casual Customer
12591,318,1,452.84999999999997,Churned Customer
12592,66,2,437.6,Casual Customer
12593,109,3,418.09999999999997,Casual Customer
12594,47,10,3338.2200000000003,Casual Customer
12596,36,2,618.27,Casual Customer
12597,20,4,3811.22,Casual Customer
12598,10,8,3023.08,Casual Customer
12599,33,7,1032.58,Casual Customer
12600,29,10,2599.04,Casual Customer
12601,39,5,577.0600000000001,Casual Customer
12602,0,1,153.12,Casual Customer
12603,22,1,739.1999999999999,Casual Customer
12604,80,2,254.18,Casual Customer
12607,61,1,1579.51,Casual Customer
12609,79,3,1126.85,Casual Customer
12610,23,5,2099.54,Casual Customer
12611,53,1,1193.32,Casual Customer
12612,75,1,704.0400000000001,Casual Customer
12613,58,5,3344.38,Casual Customer
12614,160,1,315.6,Churned Customer
12615,72,4,2291.19,Casual Customer
12616,215,2,713.3,Churned Customer
12617,60,1,352.98,Casual Customer
12618,22,1,177.31,Casual Customer
12619,17,9,3641.24,Casual Customer
12620,15,3,1339.41,Casual Customer
12621,5,20,13689.67,Loyal VIP Customer (Power Users)
12622,233,1,180.1,Churned Customer
12623,129,1,305.1,Casual Customer
12624,107,2,641.13,Casual Customer
12625,5,2,2683.82,Casual Customer
12626,24,9,6620.48,Casual Customer
12627,11,7,4478.53,Casual Customer
12628,182,3,786.46,Churned Customer
12630,10,2,1270.88,Casual Customer
12631,58,1,640.5,Casual Customer
12633,0,4,2163.98,Casual Customer
12635,31,2,1689.18,Casual Customer
12637,92,8,6002.9,Casual Customer
12638,182,1,671.69,Churned Customer
12639,239,1,486.1,Churned Customer
12640,24,3,1174.58,Casual Customer
12641,116,1,185.9,Casual Customer
12642,26,3,1013.26,Casual Customer
12643,39,6,3344.64,Casual Customer
12644,305,1,477.91,Churned Customer
12645,110,4,1775.18,Casual Customer
12646,50,2,1346.97,Casual Customer
12647,23,12,3722.82,Casual Customer
12648,125,1,318.05,Casual Customer
12649,35,3,623.51,Casual Customer
12650,181,1,314.44,Churned Customer
12651,100,1,114.0,Casual Customer
12652,9,1,919.98,Casual Customer
12653,149,2,2209.85,Casual Customer
12654,11,5,601.98,Casual Customer
12656,18,5,4051.17,Casual Customer
12657,12,4,1643.18,Casual Customer
12658,19,1,686.05,Casual Customer
12659,60,1,91.68,Casual Customer
12660,12,1,245.1,Casual Customer
12662,23,11,3849.78,Casual Customer
12664,0,9,4881.88,Casual Customer
12665,325,1,63.0,Churned Customer
12667,0,1,620.13,Casual Customer
12668,12,4,3807.15,Casual Customer
12669,3,3,2744.0299999999997,Casual Customer
12670,11,5,2996.05,Casual Customer
12672,330,1,225.89999999999998,Churned Customer
12673,242,2,610.52,Churned Customer
12674,92,4,1970.6,Casual Customer
12676,25,6,1331.39,Casual Customer
12678,43,12,17628.46,Loyal VIP Customer (Power Users)
12679,0,4,1113.02,Casual Customer
12680,31,4,880.81,Casual Customer
12681,15,22,13787.54,Loyal VIP Customer (Power Users)
12682,2,31,12279.82,Loyal VIP Customer (Power Users)
12683,5,15,8476.57,Loyal VIP Customer (Power Users)
12684,25,7,2283.63,Casual Customer
12685,29,6,2863.08,Casual Customer
12686,638,1,89.14,Churned Customer
12688,114,1,4873.8099999999995,Casual Customer
12689,26,2,1247.61,Casual Customer
12690,206,1,389.01,Churned Customer
12691,0,6,1035.8,Casual Customer
12693,5,4,855.91,Casual Customer
12694,71,2,869.67,Casual Customer
12695,108,4,582.1,Casual Customer
12697,29,3,957.59,Casual Customer
12700,127,4,4939.99,Casual Customer
12701,36,2,797.71,Casual Customer
12702,20,1,219.0,Casual Customer
12703,71,1,283.55,Casual Customer
12704,23,8,2340.84,Casual Customer
12705,16,9,6868.29,Casual Customer
12707,292,1,603.42,Churned Customer
12708,60,10,2712.91,Casual Customer
12709,0,15,9706.52,Loyal VIP Customer (Power Users)
12710,202,3,1149.02,Churned Customer
12712,9,13,4396.13,Casual Customer
12713,89,1,848.55,Casual Customer
12714,10,5,4708.86,Casual Customer
12715,107,1,343.36,Casual Customer
12716,134,2,1053.49,Casual Customer
12717,33,2,1030.98,Casual Customer
12718,72,1,238.25,Casual Customer
12719,214,2,644.95,Churned Customer
12720,3,25,5781.73,Loyal VIP Customer (Power Users)
12721,80,6,2656.13,Casual Customer
12722,3,4,997.63,Casual Customer
12723,17,5,725.07,Casual Customer
12724,39,4,1031.41,Casual Customer
12725,638,1,427.8,Churned Customer
12726,29,7,2609.1,Casual Customer
12727,11,7,3980.7,Casual Customer
12728,39,4,836.33,Casual Customer
12729,114,1,453.01,Casual Customer
12731,24,12,18895.91,Loyal VIP Customer (Power Users)
12732,180,1,236.26000000000002,Churned Customer
12733,235,1,383.95,Churned Customer
12734,353,1,110.39999999999999,Churned Customer
12735,192,2,779.5699999999999,Churned Customer
12736,39,1,234.0,Casual Customer
12738,665,1,155.35,Churned Customer
12739,79,2,1013.04,Casual Customer
12740,153,1,427.6,Casual Customer
12743,135,2,540.13,Casual Customer
12744,52,7,21279.29,Loyal VIP Customer (Power Users)
12747,23,11,4196.01,Casual Customer
12748,4,210,33053.19,B2B Distributor
12749,23,5,4090.88,Casual Customer
12750,277,1,275.88,Churned Customer
12752,82,1,4366.78,Casual Customer
12753,23,6,21429.39,Casual Customer
12754,160,3,3010.74,Casual Customer
12755,251,2,3811.95,Churned Customer
12756,87,1,112.07999999999998,Casual Customer
12757,4,13,7834.650000000001,Loyal VIP Customer (Power Users)
12758,117,2,2791.59,Casual Customer
12759,53,3,1531.44,Casual Customer
12762,26,2,1898.52,Casual Customer
12763,139,2,494.08,Casual Customer
12764,317,1,1693.88,Churned Customer
12766,58,7,6989.63,Casual Customer
12769,239,1,1143.6,Churned Customer
12770,211,1,1351.45,Churned Customer
12772,30,1,892.47,Casual Customer
12775,18,5,1386.04,Casual Customer
12778,20,6,822.23,Casual Customer
12779,199,8,3981.36,Churned Customer
12781,153,2,826.74,Casual Customer
12782,150,5,2330.92,Casual Customer
12783,54,6,2225.91,Casual Customer
12784,10,2,532.8199999999999,Casual Customer
12785,424,1,311.95,Churned Customer
12787,10,3,463.66,Casual Customer
12789,214,1,91.85,Churned Customer
12790,193,1,324.92,Churned Customer
12791,697,1,192.60000000000002,Churned Customer
12792,257,1,400.53999999999996,Churned Customer
12793,100,2,545.48,Casual Customer
12794,54,2,860.41,Casual Customer
12795,19,1,430.48,Casual Customer
12797,454,1,254.03,Churned Customer
12798,11,3,6977.04,Casual Customer
12802,187,1,427.58,Churned Customer
12808,126,3,483.65000000000003,Casual Customer
12809,178,1,489.31,Churned Customer
12811,261,3,514.85,Churned Customer
12812,45,1,229.64000000000001,Casual Customer
12814,102,1,125.92,Casual Customer
12815,148,2,1063.46,Casual Customer
12816,177,2,572.2,Churned Customer
12817,282,1,166.04,Churned Customer
12818,262,1,1542.08,Churned Customer
12820,45,4,942.34,Casual Customer
12821,96,1,92.72,Casual Customer
12822,71,2,948.88,Casual Customer
12823,75,5,1759.5,Casual Customer
12824,30,1,397.12,Casual Customer
12826,60,7,1474.72,Casual Customer
12827,45,3,430.15000000000003,Casual Customer
12828,113,6,1018.71,Casual Customer
12829,162,2,293.0,Churned Customer
12830,92,6,6814.64,Casual Customer
12831,263,1,215.05,Churned Customer
12832,152,2,383.03,Casual Customer
12833,146,1,417.38,Casual Customer
12834,310,1,312.38,Churned Customer
12836,30,4,2610.36,Casual Customer
12837,174,1,134.1,Churned Customer
12838,182,2,671.95,Churned Customer
12839,12,14,5591.42,Loyal VIP Customer (Power Users)
12840,65,4,2726.77,Casual Customer
12841,4,25,3991.58,Loyal VIP Customer (Power Users)
12842,71,2,1118.99,Casual Customer
12843,66,8,1702.26,Casual Customer
12844,60,2,325.96000000000004,Casual Customer
12845,268,4,354.09,Churned Customer
12847,23,1,843.64,Casual Customer
12849,121,2,1010.29,Casual Customer
12851,245,1,131.81,Churned Customer
12852,295,1,311.55,Churned Customer
12853,135,6,1957.1000000000001,Casual Customer
12854,6,3,1316.25,Casual Customer
12855,666,1,38.1,Churned Customer
12856,19,6,2170.78,Casual Customer
12857,69,2,1106.4,Casual Customer
12863,53,1,521.2,Casual Customer
12864,139,1,147.12,Casual Customer
12865,27,2,1568.23,Casual Customer
12866,341,1,559.12,Churned Customer
12867,27,7,4009.34,Casual Customer
12868,9,6,1607.0600000000002,Casual Customer
12871,85,2,380.64,Casual Customer
12872,327,2,599.97,Churned Customer
12873,310,1,374.0,Churned Customer
12875,144,2,343.2300000000001,Casual Customer
12876,58,2,2218.02,Casual Customer
12877,25,12,1535.77,Casual Customer
12878,237,2,854.99,Churned Customer
12879,45,3,573.22,Casual Customer
12881,98,1,298.0,Casual Customer
12882,10,2,1463.04,Casual Customer
12883,25,4,703.47,Casual Customer
12884,1,1,309.05,Casual Customer
12885,124,3,1175.22,Casual Customer
12886,249,2,1378.4,Churned Customer
12888,96,2,354.12,Casual Customer
12890,24,1,376.71999999999997,Casual Customer
12891,157,3,331.0,Casual Customer
12893,90,1,176.55,Casual Customer
12895,43,2,372.8,Casual Customer
12897,38,2,216.5,Casual Customer
12901,11,28,17654.54,Loyal VIP Customer (Power Users)
12902,265,1,138.68,Churned Customer
12904,19,2,496.06,Casual Customer
12906,12,5,2919.81,Casual Customer
12908,177,2,750.0,Churned Customer
12909,40,5,2178.67,Casual Customer
12910,6,8,3075.04,Casual Customer
12912,15,5,1662.3,Casual Customer
12913,16,5,2483.63,Casual Customer
12915,149,2,363.65,Casual Customer
12916,139,4,2944.95,Casual Customer
12917,277,1,594.0,Churned Customer
12919,2,6,1335.19,Casual Customer
12920,18,1,162.78,Casual Customer
12921,10,37,16587.09,Loyal VIP Customer (Power Users)
12922,337,1,405.38,Churned Customer
12923,183,1,172.82,Churned Customer
12924,1,4,933.7,Casual Customer
12925,75,2,694.05,Casual Customer
12928,6,5,2062.7000000000003,Casual Customer
12929,342,1,117.85,Churned Customer
12930,79,2,415.8,Casual Customer
12931,22,15,42055.96,Loyal VIP Customer (Power Users)
12933,25,3,607.53,Casual Customer
12935,27,7,2160.7,Casual Customer
12936,17,4,1063.9,Casual Customer
12937,16,4,1504.27,Casual Customer
12938,26,1,114.14,Casual Customer
12939,37,8,11581.8,Casual Customer
12940,55,2,899.69,Casual Customer
12942,132,3,675.6,Casual Customer
12944,243,2,604.51,Churned Customer
12945,289,1,462.95,Churned Customer
12947,65,6,1603.99,Casual Customer
12948,17,7,2064.95,Casual Customer
12949,90,8,4167.22,Casual Customer
12950,25,3,1843.0,Casual Customer
12951,174,6,1064.07,Churned Customer
12952,44,4,1387.79,Casual Customer
12953,10,1,329.85,Casual Customer
12955,17,11,4757.16,Casual Customer
12956,191,1,108.07,Churned Customer
12957,10,8,4017.54,Casual Customer
12962,114,2,266.39,Casual Customer
12963,11,8,1856.63,Casual Customer
12965,31,1,769.8100000000001,Casual Customer
12966,10,1,160.18,Casual Customer
12967,358,2,1660.9,Churned Customer
12968,113,1,135.95,Casual Customer
12970,301,4,405.47,Churned Customer
12971,9,86,11189.91,Loyal VIP Customer (Power Users)
12974,198,1,144.8,Churned Customer
12976,5,1,738.6,Casual Customer
12977,186,1,39.239999999999995,Churned Customer
12980,9,9,7374.900000000001,Casual Customer
12981,60,2,372.21999999999997,Casual Customer
12982,36,1,390.54,Casual Customer
12984,19,1,97.5,Casual Customer
12985,29,2,1239.38,Casual Customer
12987,74,2,558.7,Casual Customer
12988,293,1,505.82,Churned Customer
12989,1,15,6924.110000000001,Loyal VIP Customer (Power Users)
12990,121,3,409.5,Casual Customer
12991,24,2,503.76,Casual Customer
12993,24,4,414.76,Casual Customer
12994,32,3,974.4200000000001,Casual Customer
12995,86,1,211.32,Casual Customer
12997,1,4,1226.89,Casual Customer
12999,128,3,455.88,Casual Customer
13000,107,3,534.85,Casual Customer
13001,23,13,9785.970000000001,Loyal VIP Customer (Power Users)
13002,319,1,120.94999999999999,Churned Customer
13003,33,3,149.05,Casual Customer
13004,12,18,5655.91,Loyal VIP Customer (Power Users)
13005,159,2,513.7,Churned Customer
13006,57,1,81.57,Casual Customer
13008,324,1,229.46999999999997,Churned Customer
13011,665,1,50.550000000000004,Churned Customer
13012,10,8,1646.8400000000001,Casual Customer
13013,22,13,4810.9400000000005,Casual Customer
13014,11,10,3466.2799999999997,Casual Customer
13015,54,5,3339.64,Casual Customer
13016,74,3,789.89,Casual Customer
13017,301,1,204.0,Churned Customer
13018,17,28,7277.7,Loyal VIP Customer (Power Users)
13021,26,9,2616.38,Casual Customer
13023,183,2,689.9,Churned Customer
13026,98,5,975.36,Casual Customer
13027,114,6,6912.0,Casual Customer
13028,23,2,661.3199999999999,Casual Customer
13029,90,3,1247.5,Casual Customer
13030,12,2,752.4399999999999,Casual Customer
13032,53,2,1010.18,Casual Customer
13033,358,1,190.55,Churned Customer
13034,55,2,642.77,Casual Customer
13035,74,2,921.88,Casual Customer
13037,139,3,881.07,Casual Customer
13038,81,3,908.46,Casual Customer
13040,182,2,676.99,Churned Customer
13043,37,1,516.42,Casual Customer
13044,292,1,560.47,Churned Customer
13045,335,1,305.28000000000003,Churned Customer
13046,90,2,629.31,Casual Customer
13047,57,10,3237.54,Casual Customer
13048,15,4,1819.41,Casual Customer
13049,183,2,656.6800000000001,Churned Customer
13050,15,17,5836.86,Loyal VIP Customer (Power Users)
13052,35,1,348.15000000000003,Casual Customer
13055,66,3,1214.41,Casual Customer
13058,0,3,271.40000000000003,Casual Customer
13059,250,1,183.4,Churned Customer
13060,254,1,307.53,Churned Customer
13061,73,1,248.61,Casual Customer
13062,338,1,346.98,Churned Customer
13064,1,4,1105.59,Casual Customer
13065,697,1,205.86,Churned Customer
13066,25,2,470.8,Casual Customer
13067,83,1,115.46000000000001,Casual Customer
13068,11,2,344.0,Casual Customer
13069,2,24,4431.44,Loyal VIP Customer (Power Users)
13070,193,1,228.8,Churned Customer
13072,267,1,177.15,Churned Customer
13075,305,1,919.61,Churned Customer
13077,119,4,728.02,Casual Customer
13078,0,26,12627.94,Loyal VIP Customer (Power Users)
13079,22,5,220.10000000000002,Casual Customer
13080,180,1,58.08,Churned Customer
13081,12,11,28337.38,Loyal VIP Customer (Power Users)
13082,177,9,3613.63,Churned Customer
13083,76,2,303.75,Casual Customer
13085,217,2,416.08000000000004,Churned Customer
13089,6,97,58762.08,B2B Distributor
13090,20,14,8910.82,Loyal VIP Customer (Power Users)
13091,29,1,345.82,Casual Customer
13092,5,5,477.83,Casual Customer
13093,98,8,7832.47,Casual Customer
13094,22,12,1927.3200000000002,Casual Customer
13095,71,1,74.39999999999999,Casual Customer
13097,78,10,6003.22,Casual Customer
13098,10,28,28882.44,Loyal VIP Customer (Power Users)
13099,334,1,207.35999999999999,Churned Customer
13101,235,1,101.19,Churned Customer
13102,24,24,6424.09,Loyal VIP Customer (Power Users)
13103,40,1,243.94,Casual Customer
13104,47,6,1098.48,Casual Customer
13106,134,1,76.5,Casual Customer
13107,45,4,1531.6200000000001,Casual Customer
13108,666,1,350.06,Churned Customer
13109,30,2,786.54,Casual Customer
13110,54,7,1488.67,Casual Customer
13113,5,24,12245.960000000001,Loyal VIP Customer (Power Users)
13115,0,4,2294.78,Casual Customer
13116,139,1,501.14,Casual Customer
13117,22,8,984.91,Casual Customer
13118,20,5,1197.81,Casual Customer
13120,239,1,30.599999999999998,Churned Customer
13121,270,1,283.73,Churned Customer
13122,184,2,922.39,Churned Customer
13124,31,3,3756.33,Casual Customer
13126,45,8,2099.64,Casual Customer
13127,78,1,259.17,Casual Customer
13130,184,1,64.0,Churned Customer
13131,24,3,1073.3,Casual Customer
13132,262,1,77.3,Churned Customer
13133,37,2,109.8,Casual Customer
13134,86,4,1793.58,Casual Customer
13135,197,1,3096.0,Churned Customer
13136,35,5,2607.61,Casual Customer
13137,11,8,3603.29,Casual Customer
13138,23,6,962.39,Casual Customer
13139,17,7,5064.94,Casual Customer
13140,109,3,422.47,Casual Customer
13141,85,5,2388.75,Casual Customer
13142,20,1,307.09,Casual Customer
13144,39,1,110.95,Casual Customer
13145,40,4,618.52,Casual Customer
13146,27,1,228.91,Casual Customer
13147,11,4,712.8000000000001,Casual Customer
13148,60,12,3683.26,Casual Customer
13149,15,4,1676.06,Casual Customer
13151,296,1,1257.8700000000001,Churned Customer
13153,242,1,486.22,Churned Customer
13155,80,4,971.76,Casual Customer
13157,6,4,1741.22,Casual Customer
13158,2,4,1201.06,Casual Customer
13159,51,4,1429.35,Casual Customer
13160,23,1,91.8,Casual Customer
13161,314,1,112.75,Churned Customer
13162,93,4,1688.29,Casual Customer
13165,47,2,1021.48,Casual Customer
13166,341,1,417.2,Churned Customer
13167,19,4,791.33,Casual Customer
13168,200,4,1299.59,Churned Customer
13169,153,2,712.88,Casual Customer
13170,27,1,108.81,Casual Customer
13171,22,3,468.41,Casual Customer
13173,212,2,353.65,Churned Customer
13174,17,3,2742.82,Casual Customer
13176,47,1,481.49,Casual Customer
13177,183,1,282.45,Churned Customer
13178,27,11,5725.47,Casual Customer
13182,46,1,121.18,Casual Customer
13183,87,9,3957.78,Casual Customer
13184,15,10,1668.95,Casual Customer
13185,268,1,71.4,Churned Customer
13186,40,3,1575.89,Casual Customer
13187,191,1,236.02,Churned Customer
13188,12,1,114.60000000000001,Casual Customer
13189,19,2,260.68,Casual Customer
13192,206,2,911.94,Churned Customer
13193,91,1,112.08,Casual Customer
13194,136,1,60.7,Casual Customer
13196,12,4,1797.78,Casual Customer
13198,11,6,3401.2400000000002,Casual Customer
13199,11,38,9817.12,Loyal VIP Customer (Power Users)
13200,20,4,870.09,Casual Customer
13203,10,4,869.46,Casual Customer
13207,3,2,250.26000000000002,Casual Customer
13208,0,6,1217.65,Casual Customer
13209,90,8,5891.61,Casual Customer
13210,154,1,353.48,Casual Customer
13211,11,3,1095.42,Casual Customer
13212,20,3,786.83,Casual Customer
13213,57,5,1520.58,Casual Customer
13216,268,1,333.74,Churned Customer
13217,93,3,533.98,Casual Customer
13218,246,1,62.63999999999999,Churned Customer
13220,79,4,819.2900000000001,Casual Customer
13221,241,2,847.41,Churned Customer
13223,201,2,163.20000000000002,Churned Customer
13224,33,2,2155.95,Casual Customer
13225,61,7,6463.84,Casual Customer
13226,37,1,108.21000000000001,Casual Customer
13227,202,1,257.7,Churned Customer
13228,82,1,358.0,Casual Customer
13229,226,1,160.95,Churned Customer
13230,59,14,2755.63,Casual Customer
13232,4,7,1328.35,Casual Customer
13233,75,2,605.12,Casual Customer
13235,35,1,1031.07,Casual Customer
13236,25,2,744.85,Casual Customer
13238,18,4,700.73,Casual Customer
13239,262,1,329.56,Churned Customer
13240,174,4,663.65,Churned Customer
13242,66,3,270.40000000000003,Casual Customer
13243,204,1,585.12,Churned Customer
13244,123,1,121.74000000000001,Casual Customer
13245,51,1,430.5,Casual Customer
13246,19,6,1961.52,Casual Customer
13247,18,4,501.12,Casual Customer
13248,155,2,465.68,Casual Customer
13249,123,3,711.41,Casual Customer
13253,186,2,1030.4,Churned Customer
13255,10,2,399.51,Casual Customer
13256,15,1,0.0,Casual Customer
13258,12,3,672.83,Casual Customer
13259,91,1,283.18,Casual Customer
13260,91,1,557.62,Casual Customer
13261,269,2,944.1,Churned Customer
13262,264,1,200.29,Churned Customer
13263,5,35,7436.93,Loyal VIP Customer (Power Users)
13265,1,5,2092.66,Casual Customer
13266,12,12,3834.2599999999998,Casual Customer
13267,9,19,4521.49,Loyal VIP Customer (Power Users)
13268,6,11,3174.75,Casual Customer
13269,1,15,5343.28,Loyal VIP Customer (Power Users)
13270,485,1,590.0,Churned Customer
13271,302,1,211.49,Churned Customer
13272,31,2,276.56,Casual Customer
13273,114,1,138.98,Casual Customer
13276,153,2,590.9300000000001,Casual Customer
13277,16,4,258.4,Casual Customer
13278,41,1,542.73,Casual Customer
13279,78,1,137.75,Casual Customer
13280,93,3,798.46,Casual Customer
13282,19,3,1132.14,Casual Customer
13283,30,2,93.66,Casual Customer
13284,331,1,201.19,Churned Customer
13285,24,4,2709.12,Casual Customer
13291,156,1,361.11,Churned Customer
13292,285,2,578.9399999999999,Churned Customer
13294,250,2,873.74,Churned Customer
